Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Profile,Neck Joint,Fretboard Material,Neck Material,Expensive Wood,Bridge Type,Bridge,Scale Size,Shape,Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Top Pickup Brand,Locking Tuners,Tremolo,Stays in Tune (Evertune),Luminescent Inlay,Compound Radius Fretboard,Price,Number of Frets,Pickups Power
PRS,2016.0,HH,6.0,United States,Solid Body,PRS,Mahogany,C,Bolt-On,Rosewood,Maple,True,Tremolo,"PRS Patented Tremolo, Molded","25""",Pattern Thin,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),3 Way,Speed,1.0,1.0,PRS 85/15 (Humbucker / Passive),PRS 85/15 (Humbucker / Passive),,True,True,True,False,False,False,1765.5075,24,Passive-Passive
PRS,2019.0,HH,6.0,United States,Semi-Hollow,PRS,Mahogany,C,Bolt-On,Rosewood,Maple,True,Tremolo,"PRS Patented Tremolo, Molded","25""",Pattern Thin,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),3 Way,Speed,1.0,1.0,PRS 85/15 (Humbucker / Passive),PRS 85/15 (Humbucker / Passive),,True,True,True,False,False,False,2142.858,24,Passive-Passive
PRS,2011.0,HH,6.0,United States,Solid Body,PRS,Mahogany,C,Set,Rosewood,Mahogany,True,Tremolo,"PRS Patented Tremolo, Gen III","25""",Pattern Thin,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),5 Way,Speed,1.0,1.0,PRS 85/15 (Humbucker / Passive),PRS 85/15 (Humbucker / Passive),,True,True,True,False,False,False,2716.6,24,Passive-Passive
Schecter,2015.0,HH,6.0,South Korea,Solid Body,Super Strat,Mahogany,C,Set,Rosewood,Maple,True,Floyd Rose,Floyd Rose Special,"25.5""",Thin C,XL Jumbo,"14""",False,Locking,41.3mm (1.625''),3 Way,Dome,1.0,1.0,EMG 81 (Humbucker / Active),EMG 85 (Humbucker / Active),,True,False,True,False,False,False,731.11,24,Active-Active
Gibson,2022.0,HH,6.0,United States,Solid Body,V,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,Nashville Tune-O-Matic,"25.5""",SlimTaper with Volute,Medium Jumbo,"10"" to 16""",False,Ivory Tusq,43mm (1.693''),3 Way,Bell,2.0,1.0,Dave Mustaine Signature Seymour Duncan Thrash Factor (Humbucker / Passive),Seymour Duncan '59 SH-1N (Humbucker / Passive),,True,False,False,False,False,True,2674.4975,24,Passive-Passive
Schecter,2020.0,HH,6.0,South Korea,Solid Body,Explorer,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,TonePros T3BT TOM & T1Z Tailpiece,"24.75""",Thin C,XL Jumbo,"12"" to 16""",False,Ivory Tusq,42mm (1.654''),3 Way,Speed,1.0,1.0,Schecter USA Sunset Strip (Humbucker / Passive),Schecter USA Pasadena (Humbucker / Passive),,True,True,False,False,False,True,980.1466666666666,22,Passive-Passive
ESP LTD,2021.0,H,6.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Ebony,Mahogany,True,Fixed,Tonepros Locking TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",True,Plastic,42mm (1.654''),0 Way,Dome,1.0,0.0,EMG 81TW (Humbucker / Active),,,True,True,False,False,True,False,849.366,24,Active
ESP LTD,2019.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Ebony,Mahogany,True,Evertune,Evertune (F model),"24.75""",Thin U,XL Jumbo,"13.78""",True,Plastic,42mm (1.654''),3 Way,Dome,2.0,1.0,Seymour Duncan JB SH-4 (Humbucker / Passive),Seymour Duncan Jazz SH-2 (Humbucker / Passive),,True,False,False,True,False,False,1124.924,24,Passive-Passive
ESP LTD,2020.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Ebony,Mahogany,True,Fixed,Tonepros Locking TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",True,Plastic,42mm (1.654''),3 Way,Dome,2.0,1.0,Seymour Duncan Pegasus (Humbucker / Passive),Seymour Duncan Sentient (Humbucker / Passive),,True,True,False,False,False,False,1072.9325,24,Passive-Passive
ESP E-II,2021.0,HH,6.0,Japan,Solid Body,Explorer,Mahogany,U,Set,Ebony,Mahogany,True,Fixed,Gotoh TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"12""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,EMG 81 (Humbucker / Active),EMG 60 (Humbucker / Active),,True,True,False,False,False,False,2117.0733333333333,22,Active-Active
Dean,2020.0,HH,7.0,Indonesia,Solid Body,Super Strat,Alder,D,Bolt-On,Ebony,Maple,True,Floyd Rose,Floyd Rose 1000 (Korean),"25.5""",Slim D,Jumbo,"16""",False,Locking,48mm (1.89''),3 Way,Dome,1.0,1.0,EMG 57 TW7 (Humbucker / Active),EMG 66 TW7 (Humbucker / Active),,True,False,True,False,False,False,1234.9,24,Active-Active
Epiphone,2020.0,HH,6.0,China,Solid Body,V,Mahogany,Asymmetrical,Set,Ebony,Mahogany,True,Fixed,Epiphone LockTone Tune-O-Matic,"24.75""",Asymmetrical Slim Taper,Jumbo,"12""",False,NuBone,43mm (1.693''),3 Way,Dome,1.0,1.0,Fishman Fluence Epiphone Prophecy Bridge (Humbucker / Active),Fishman Fluence Epiphone Prophecy Neck (Humbucker / Active),,True,True,False,False,False,False,736.35,24,Active-Active
Ibanez,2021.0,HH,8.0,Indonesia,Solid Body,Firebird,Ash,C,Neck-Through,Rosewood,Maple,True,Fixed,FX Edge III-8,"27""",FTM,Jumbo,"16""",False,Locking,55mm (2.165''),3 Way,Dome,2.0,1.0,Lundgren Model M8P (Humbucker / Passive),Lundgren Model M8P (Humbucker / Passive),,True,False,False,False,True,False,2156.33,22,Passive-Passive
Harley Benton,2022.0,HH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,C,Bolt-On,Maple,Maple,False,Fixed,WSC Hipshot style hardtail,"25.5""",Harley Benton Modern C,Jumbo,"12""",True,Black Tusq XL,42mm (1.654''),3 Way,Dome,1.0,1.0,EMG Retro Active Hot 70 (Humbucker / Active),EMG Retro Active Hot 70 (Humbucker / Active),,True,True,False,False,False,False,400.86,24,Active-Active
Harley Benton,2021.0,HH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,C,Bolt-On,Maple,Maple,False,Floyd Rose,Floyd Rose,"25.5""",Harley Benton Modern C,Medium Jumbo,"12""",True,Locking,42mm (1.654''),3 Way,Dome,1.0,1.0,Roswell HAF-B Alnico-5 (Humbucker / Passive),Roswell HAF-N Alnico-5 (Humbucker / Passive),,True,False,True,False,False,False,423.3,24,Passive-Passive
Harley Benton,2021.0,HSH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,C,Bolt-On,Ebony,Maple,True,Tremolo,Wilkinson Tremolo,"25.5""",Harley Benton Modern C,Medium Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Dome,1.0,1.0,Roswell HAF-B Alnico-5 (Humbucker / Passive),Roswell HAF-N Alnico-5 (Humbucker / Passive),Roswell S74-C BK Alnico-5 (Single Coil / Passive),True,True,True,False,False,False,272.23,24,Passive-Passive-Passive
Harley Benton,2021.0,HSH,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,C,Bolt-On,Maple,Maple,False,Tremolo,Wilkinson Tremolo,"25.5""",Harley Benton Modern C,Medium Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Dome,1.0,1.0,Roswell HAF-B Alnico-5 (Humbucker / Passive),Roswell HAF-N Alnico-5 (Humbucker / Passive),Roswell S74-C BK Alnico-5 (Single Coil / Passive),True,True,True,False,False,False,342.795,24,Passive-Passive-Passive
Harley Benton,2021.0,HSS,6.0,Indonesia,Solid Body,Super Strat,Nyatoh,C,Bolt-On,Maple,Maple,False,Tremolo,Wilkinson Tremolo,"25.5""",Harley Benton Modern C,Medium Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),5 Way,Dome,1.0,1.0,Roswell HAF-B Alnico-5 (Humbucker / Passive),Roswell S74-N AlNiCo-5 (Humbucker / Passive),Roswell S74-M AlNiCo-5 (Single Coil / Passive),True,True,True,False,False,False,298.86,24,Passive-Passive-Passive
Harley Benton,2022.0,HH,6.0,Indonesia,Solid Body,Telecaster,Nyatoh,C,Bolt-On,Maple,Maple,False,Fixed,WSC Hipshot style hardtail,"25.5""",Harley Benton Modern C,Jumbo,"12""",True,Ivory Tusq,42mm (1.654''),3 Way,Dome,1.0,1.0,EMG Retro Active Hot 70 (Humbucker / Active),EMG Retro Active Hot 70 (Humbucker / Active),,True,True,False,False,False,False,298.86,24,Active-Active
Gretsch,2017.0,HH,6.0,Japan,Hollowbody,Double Cut,Maple,U,Set,Ebony,Maple,True,Bigsby Tremolo,Bigsby B6G Vibrato Tailpiece with Gretsch Logo,"24.6""",Standard U,Vintage,"12""",False,Bone,42.9mm (1.688''),3 Way,Speed,3.0,0.0,Gretsch TV Jones Filter'Tron Classic (Humbucker / Passive),Gretsch TV Jones Filter'Tron Classic (Humbucker / Passive),,True,False,True,False,False,False,2630.69,22,Passive-Passive
Gretsch,2019.0,HH,6.0,Japan,Solid Body,Les Paul,Mahogany,U,Set,Ebony,Mahogany,True,Fixed,Gretsch V Stoptail,"24.6""",Standard U,Medium Jumbo,"12""",False,Ivory Tusq,42.9mm (1.688''),3 Way,Dome,3.0,1.0,Gretsch Broad'Tron BT-65 (Humbucker / Passive),Gretsch Broad'Tron BT-65 (Humbucker / Passive),,True,True,False,False,False,False,1804.54,22,Passive-Passive
ESP LTD,2015.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Ebony,Mahogany,True,Floyd Rose,Floyd Rose 1000,"24.75""",Thin U,XL Jumbo,"13.78""",False,Locking,42mm (1.654''),3 Way,Dome,2.0,0.0,EMG 81 (Humbucker / Active),EMG 89R (Humbucker / Active),,True,False,True,False,False,False,1309.7240000000002,22,Active-Active
Reverend,2021.0,P90P90,6.0,South Korea,Solid Body,Telecaster,Limba,C,Set,Ebony,Limba,True,Bigsby Tremolo,Bigsby B-50 with Roller Bridge,"24.75""",Medium Oval,XL Jumbo,"12""",False,Boneite,43mm (1.693''),3 Way,Dome,1.0,1.0,Fishman Gristle 90's (Single Coil / Passive),Fishman Gristle 90's (Single Coil / Passive),,True,True,True,False,False,False,1744.23,22,Passive-Passive
ESP LTD,2010.0,HH,6.0,Indonesia,Solid Body,SG,Mahogany,U,Set,Ebony,Maple,True,Kahler,Kahler Hybrid,"24.75""",Thin U,XL Jumbo,"13.78""",False,Locking,42mm (1.654''),3 Way,Dome,1.0,0.0,EMG Glenn Tipton Signature Bridge PU (Humbucker / Active),EMG Glenn Tipton Signature Neck PU (Humbucker / Active),,True,True,True,False,False,False,1987.3,24,Active-Active
Schecter,2006.0,HH,7.0,South Korea,Solid Body,Super Strat,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,TonePros 7-String TOM w/ String Thru Body,"26.5""",Thin C,XL Jumbo,"16""",False,Black Tusq XL,48mm (1.89''),3 Way,Dome,2.0,1.0,EMG 707TW (Humbucker / Active),EMG 707TW (Humbucker / Active),,True,True,False,False,False,False,760.7475,24,Active-Active
Schecter,2015.0,HH,6.0,South Korea,Solid Body,Telecaster,Mahogany,C,Set,Ebony,Maple,True,Fixed,Hipshot Hardtail (.125) w/ String Thru Body,"25.5""",Ultra Thin C,XL Jumbo,"12"" to 16""",False,Black Tusq XL,42mm (1.654''),3 Way,Dome,1.0,1.0,EMG 57 (Humbucker / Active),EMG 66 (Humbucker / Active),,True,True,False,False,False,True,904.5,24,Active-Active
Schecter,2017.0,HH,6.0,South Korea,Solid Body,Explorer,Mahogany,C,Set,Ebony,Maple,True,Floyd Rose,Floyd Rose 1500 Series,"25.5""",Ultra Thin C,XL Jumbo,"14""",False,Locking,41.3mm (1.625''),3 Way,Dome,1.0,1.0,EMG 81 (Humbucker / Active),EMG 85 (Humbucker / Active),,True,False,True,False,False,False,1500.0,24,Active-Active
Ibanez,2016.0,HH,7.0,Indonesia,Solid Body,Super Strat,Nyatoh,Wizard,Bolt-On,Rosewood,Maple,True,Edge Zero II,Edge-Zero II-7,"26.5""",Wizard II-7,Jumbo,"16""",False,Locking,48mm (1.89''),5 Way,Dome,1.0,0.0,DiMarzio Titan-7 (Humbucker / Passive),DiMarzio Titan-7 (Humbucker / Passive),,True,True,True,False,False,False,968.058,24,Passive-Passive
Schecter,2015.0,HH,6.0,South Korea,Solid Body,Offset,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,TonePros T3BT TOM & T1Z Tailpiece,"24.75""",Thin C,XL Jumbo,"14""",False,Black Tusq XL,42mm (1.654''),3 Way,Speed,2.0,1.0,Schecter USA Jerry Horton Humbucker (Humbucker / Passive),Schecter USA Jerry Horton Humbucker (Humbucker / Passive),,True,True,False,False,True,False,804.995,22,Passive-Passive
Fender,2014.0,HH,6.0,United States,Solid Body,Jazzmaster,Mahogany,C,Bolt-On,Ebony,Maple,True,Fixed,6-Saddle String-Through-Body Hardtail With Block Saddles,"25.5""",Modern C,Jumbo,"12"" to 16""",False,Synthetic Bone,42.8mm (1.685''),3 Way,Bell,1.0,0.0,EMG 81 (Humbucker / Active),EMG 60 (Humbucker / Active),,True,True,False,False,False,True,1488.4325,22,Active-Active
ESP LTD,2016.0,HH,6.0,Indonesia,Solid Body,Super Strat,Alder,U,Neck-Through,Ebony,Maple,True,Fixed,Tonepros Locking TOM w/ String Thru,"25.5""",Extra Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),EMG 60 (Humbucker / Active),,True,True,False,False,True,False,1159.66,24,Active-Active
Sterling,2021.0,HH,7.0,Indonesia,Solid Body,Super Strat,Mahogany,D,Bolt-On,Ebony,Maple,True,Tremolo,Modern Tremolo,"25.5""",John Petrucci,Medium Jumbo,"16""",True,Compensated,49.5mm (1.95''),3 Way,Dome,1.0,1.0,DiMarzio Crunch Lab (Humbucker / Passive),DiMarzio LiquiFire (Humbucker / Passive),,True,True,True,False,False,False,1019.65,24,Passive-Passive
Ibanez,2020.0,HS,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Edge,Edge,"25.5""",JS,Medium,"10""",False,Locking,42mm (1.654''),3 Way,Dome,1.0,1.0,DiMarzio The Satchur8 (Humbucker / Passive),Sustainiac (Humbucker / Passive),,True,False,True,False,False,False,1532.17,24,Passive-Passive
Ibanez,2021.0,HH,6.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Rosewood,Maple,True,Edge,Edge tremolo,"25.5""",JS,Medium,"10""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,1.0,DiMarzio Mo Joe (Humbucker / Passive),DiMarzio Satch Track (Humbucker / Passive),,True,False,True,False,False,False,2225.65,24,Passive-Passive
Ibanez,2014.0,HH,6.0,Japan,Solid Body,Super Strat,Alder,C,Bolt-On,Rosewood,Maple,True,Edge,Edge tremolo,"25.5""",JS,Medium,"10""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,1.0,DiMarzio Mo Joe (Humbucker / Passive),DiMarzio Satch Track (Humbucker / Passive),,True,False,True,False,False,False,2213.794,24,Passive-Passive
ESP LTD,2017.0,HH,6.0,Indonesia,Solid Body,Super Strat,Alder,U,Neck-Through,Pau Ferro,Maple,False,Floyd Rose,Floyd Rose 1000,"25.5""",Extra Thin U,XL Jumbo,"13.78""",False,Locking,42mm (1.654''),3 Way,Dome,2.0,1.0,EMG Bone Breaker (Humbucker / Active),EMG Bone Breaker (Humbucker / Active),,True,False,True,False,False,False,1368.6425000000002,24,Active-Active
ESP LTD,2018.0,HH,6.0,Indonesia,Solid Body,Super Strat,Alder,U,Neck-Through,Pau Ferro,Maple,False,Floyd Rose,Floyd Rose 1000,"25.5""",Extra Thin U,XL Jumbo,"13.78""",False,Locking,42mm (1.654''),3 Way,Dome,2.0,1.0,EMG Bone Breaker (Humbucker / Active),EMG Bone Breaker (Humbucker / Active),,True,False,True,False,False,False,1170.952,24,Active-Active
Ibanez,2021.0,HSH,6.0,Indonesia,Solid Body,Super Strat,Alder,C,Bolt-On,Rosewood,Maple,True,Edge Zero II,Edge-Zero II,"25.5""",KIKO10P,Jumbo,"16""",False,Locking,42mm (1.654''),5 Way,Dome,1.0,1.0,DiMarzio KIKO original (Humbucker / Passive),DiMarzio KIKO original (Humbucker / Passive),DiMarzio KIKO original Single Coil (Single Coil / Passive),True,False,True,False,False,False,1539.6033333333332,24,Passive-Passive-Passive
Reverend,2021.0,HH,6.0,South Korea,Semi-Hollow,Double Cut,Limba,C,Bolt-On,Rosewood,Limba,True,Fixed,TOM with Stop Tail,"24.75""",Medium Oval,Jumbo,"12""",False,Boneite,43mm (1.693''),3 Way,Dome,2.0,2.0,Kyle Shutt Bridge (Humbucker / Passive),Kyle Shutt Neck (Humbucker / Passive),,True,True,False,False,False,False,1177.0225,22,Passive-Passive
Gibson,2019.0,HH,6.0,United States,Solid Body,Les Paul,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,ABR-1 Tune-O-Matic,"24.75""",Slim Taper,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Bell,2.0,2.0,Gibson Burstbucker 61T (Humbucker / Passive),Gibson Burstbucker 61R (Humbucker / Passive),,True,False,False,False,False,False,1621.202,22,Passive-Passive
ESP LTD,2020.0,HH,7.0,Indonesia,Solid Body,Super Strat,Mahogany,U,Bolt-On,Ebony,Maple,True,Fixed,Hipshot w/ String Thru,"27"" to 25.5""",Thin U,XL Jumbo,"15.748""",False,Bone,48mm (1.89''),3 Way,Dome,1.0,1.0,Seymour Duncan Nazgul (Humbucker / Passive),Seymour Duncan Sentient (Humbucker / Passive),,True,True,False,False,False,False,1230.916,24,Passive-Passive
ESP LTD,2020.0,HH,7.0,Indonesia,Solid Body,Super Strat,Alder,U,Neck-Through,Ebony,Maple,True,Fixed,Hipshot w/ String Thru,"25.5""",Extra Thin U,XL Jumbo,"15.748""",False,Plastic,48mm (1.89''),3 Way,Dome,1.0,1.0,Fishman Fluence Modern Ceramic (Humbucker / Active),Fishman Fluence Modern Alnico (Humbucker / Active),,True,True,False,False,False,False,1158.515,24,Active-Active
ESP LTD,2020.0,HH,8.0,Indonesia,Solid Body,Super Strat,Mahogany,U,Bolt-On,Ebony,Maple,True,Fixed,Hipshot w/ String Thru,"27"" to 25.5""",Thin U,XL Jumbo,"15.748""",False,Bone,54mm (2.126''),3 Way,Dome,1.0,1.0,Seymour Duncan Nazgul (Humbucker / Passive),Seymour Duncan Sentient (Humbucker / Passive),,True,True,False,False,False,False,1499.0,24,Passive-Passive
ESP LTD,2017.0,HH,6.0,Indonesia,Solid Body,Super Strat,Mahogany,U,Bolt-On,Pau Ferro,Maple,True,Floyd Rose,Floyd Rose Special,"25.5""",Extra Thin U,XL Jumbo,"13.78""",False,Locking,43mm (1.693''),3 Way,Dome,1.0,0.0,EMG 81 (Humbucker / Active),EMG 85 (Humbucker / Active),,True,False,True,False,False,False,806.7475,24,Active-Active
ESP LTD,2020.0,H,6.0,Indonesia,Solid Body,Super Strat,Alder,U,Neck-Through,Ebony,Maple,True,Fixed,Hipshot w/ String Thru,"25.5""",Extra Thin U,XL Jumbo,"13.78""",False,Plastic,43mm (1.693''),0 Way,Dome,1.0,0.0,Seymour Duncan Black Winter (Humbucker / Passive),,,True,True,False,False,True,False,978.346,24,Passive
Sterling,2020.0,HH,7.0,Indonesia,Solid Body,Super Strat,Mahogany,D,Set,Ebony,Mahogany,True,Tremolo,Modern Tremolo,"25.5""",John Petrucci,Medium Jumbo,"16""",True,Compensated,49.5mm (1.95''),3 Way,Dome,1.0,1.0,DiMarzio Crunch Lab (Humbucker / Passive),DiMarzio LiquiFire (Humbucker / Passive),,True,True,True,False,False,False,793.32,24,Passive-Passive
Schecter,2017.0,HH,6.0,South Korea,Solid Body,Les Paul,Mahogany,C,Set,Rosewood,Mahogany,True,Bigsby Tremolo,Bigsby Archtop B70 w/ Roller TonePros TOM TPFR – T3BT,"24.75""",Thin C,XL Jumbo,"14""",False,Ivory Tusq,42mm (1.654''),3 Way,Speed,2.0,1.0,Seymour Duncan JB SH-4 (Humbucker / Passive),Seymour Duncan APH-1N (Humbucker / Passive),,True,True,True,False,False,False,1138.5600000000002,22,Passive-Passive
Epiphone,2022.0,HH,6.0,China,Solid Body,Les Paul,Mahogany,D,Set,Ebony,Mahogany,True,Fixed,Epiphone LockTone Tune-O-Matic,"24.75""",Slim,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Dome,2.0,2.0,Fishman MKH Fluence Ceramic (Humbucker / Passive),Fishman MKH Fluence Alnico (Humbucker / Passive),,True,True,False,False,False,False,980.396,22,Passive-Passive
Dean,2022.0,HH,6.0,Indonesia,Solid Body,Offset,Mahogany,V,Set,Ebony,Mahogany,True,Kahler,Kahler Hybrid,"24.75""",V,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,2.0,1.0,Seymour Duncan TB-5 (Humbucker / Passive),Seymour Duncan APH-1N (Humbucker / Passive),,True,False,True,False,False,False,1349.0,24,Passive-Passive
Harley Benton,2022.0,HH,6.0,Indonesia,Solid Body,Double Cut,Alder,C,Bolt-On,Ebony,Maple,True,Tremolo,Wilkinson VS-50 II Precision Tremolo,"25.5""",Harley Benton C,Medium,"12""",True,Black Tusq XL,42mm (1.654''),3 Way,Speed,1.0,1.0,Artec AHC-90 Soapbar (Single Coil / Passive),Artec AHC-90 Soapbar (Single Coil / Passive),,True,True,True,False,False,False,293.79,22,Passive-Passive
Harley Benton,2022.0,HH,6.0,Indonesia,Solid Body,Double Cut,Alder,C,Bolt-On,Ebony,Maple,True,Tremolo,Wilkinson VS-50 II Precision Tremolo,"27""",Harley Benton C,Medium,"12""",True,Ivory Tusq,42mm (1.654''),3 Way,Speed,1.0,1.0,Artec AHC-90 Soapbar (Single Coil / Passive),Artec AHC-90 Soapbar (Single Coil / Passive),,True,True,True,False,False,False,355.82,22,Passive-Passive
Schecter,2020.0,H,6.0,South Korea,Solid Body,Jazzmaster,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,TonePros T3BT TOM & T1Z Tailpiece,"24.75""",Thin C,XL Jumbo,"14""",True,Black Tusq XL,42mm (1.654''),0 Way,Dome,1.0,0.0,Schecter USA Pasadena Plus (Humbucker / Passive),,,True,False,False,False,True,False,1026.3266666666666,22,Passive
ESP LTD,2020.0,HS,6.0,Indonesia,Solid Body,Firebird,Mahogany,U,Neck-Through,Ebony,Mahogany,True,Fixed,Tonepros Locking TOM & Tailpiece,"25.5""",Thin U,XL Jumbo,"13.78""",True,Plastic,42mm (1.654''),3 Way,Dome,1.0,1.0,Seymour Duncan Custom (Humbucker / Passive),Seymour Duncan Phat Cat SPH90-1 (Humbucker / Passive),,True,True,False,False,False,False,1013.354,22,Passive-Passive
Jackson,2013.0,HH,6.0,Indonesia,Solid Body,Super Strat,Alder,D,Bolt-On,Ebony,Maple,True,Floyd Rose,Floyd Rose 1000 Series Double-Locking Tremolo (Recessed),"25.5""",Speed,Jumbo,"12"" to 16""",False,Locking,42.9mm (1.688''),5 Way,Dome,1.0,1.0,Seymour Duncan JB TB-4 (Humbucker / Passive),Seymour Duncan '59 SH-1N (Humbucker / Passive),,True,False,True,False,False,True,677.225,24,Passive-Passive
Jackson,2020.0,HH,6.0,Indonesia,Solid Body,Super Strat,Alder,D,Bolt-On,Ebony,Maple,True,Floyd Rose,Floyd Rose 1000 Series Double-Locking Tremolo (Recessed),"25.5""",Speed,Jumbo,"12"" to 16""",False,Locking,42.9mm (1.688''),5 Way,Dome,1.0,1.0,Seymour Duncan JB TB-4 (Humbucker / Passive),Seymour Duncan '59 SH-1N (Humbucker / Passive),,True,False,True,False,False,True,772.2733333333332,24,Passive-Passive
Jackson,2014.0,HH,6.0,Indonesia,Solid Body,Offset,Mahogany,D,Neck-Through,Ebony,Mahogany,True,Fixed,Jackson TOM-Style Adjustable with Anchored Tailpiece,"24.75""",Speed,Medium Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),3 Way,Dome,2.0,2.0,DiMarzio Mark Morton Signature Dominion (Humbucker / Passive),DiMarzio Mark Morton Signature Dominion (Humbucker / Passive),,True,True,False,False,False,True,1338.4899999999998,22,Passive-Passive
Charvel,2020.0,HSS,6.0,Mexico,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Gotoh Custom 510 Tremolo,"25.5""",Charvel Speed,Jumbo,"12"" to 16""",False,Ivory Tusq,42.9mm (1.688''),5 Way,Bell,1.0,1.0,Seymour Duncan Hot Rails Strat SHR-1B (Rail Humbucker / Passive),Seymour Duncan Custom Flat Strat SSL-6 RWRP (Single Coil / Passive),Seymour Duncan Custom Flat Strat SSL-6 (Single Coil / Passive),True,True,True,False,True,True,907.796,22,Passive-Passive-Passive
Charvel,2022.0,HSS,6.0,Mexico,Solid Body,Super Strat,Alder,C,Bolt-On,Ebony,Maple,True,Floyd Rose,Floyd Rose 1000 Series Double-Locking Tremolo (Recessed),"25.5""",Charvel Speed,Jumbo,"12"" to 16""",False,Locking,42.9mm (1.688''),5 Way,Dome,1.0,1.0,Seymour Duncan Full Shred SH-10B (Humbucker / Passive),Seymour Duncan Custom Flat Strat SSL-6 RWRP (Single Coil / Passive),Seymour Duncan Custom Flat Strat SSL-6 (Single Coil / Passive),True,False,True,False,False,True,966.008,24,Passive-Passive-Passive
Charvel,2020.0,HSS,6.0,Mexico,Solid Body,Super Strat,Alder,C,Bolt-On,Maple,Maple,False,Floyd Rose,Floyd Rose 1000 Series Double-Locking Tremolo (Recessed),"25.5""",Charvel Speed,Jumbo,"12"" to 16""",False,Locking,42.9mm (1.688''),5 Way,Dome,1.0,1.0,Seymour Duncan Full Shred SH-10B (Humbucker / Passive),Seymour Duncan Custom Flat Strat SSL-6 RWRP (Single Coil / Passive),Seymour Duncan Custom Flat Strat SSL-6 (Single Coil / Passive),True,False,True,False,False,True,926.225,24,Passive-Passive-Passive
